loss,val_loss,learning rate
0.4540986120700836,0.1321844905614853,1e-04
0.16602307558059692,0.11383763700723648,1e-04
0.15636706352233887,0.13863703608512878,1e-04
0.2030714750289917,0.14508387446403503,1e-04
0.1468801200389862,0.13141711056232452,1e-04
0.13940061628818512,0.10919950902462006,1e-04
0.1271006315946579,0.11819694191217422,1e-04
0.11942510306835175,0.09764715284109116,1e-04
0.11535739153623581,0.10443827509880066,1e-04
0.10377977788448334,0.1122751533985138,1e-04
0.10159885138273239,0.0920526459813118,1e-04
0.10381873697042465,0.10117486864328384,1e-04
0.10036065429449081,0.09259135276079178,1e-04
0.09492460638284683,0.09263620525598526,1e-04
0.09713967144489288,0.08925628662109375,1e-04
0.11587526649236679,0.07979115843772888,1e-04
0.09460224211215973,0.0867244079709053,1e-04
0.09306173771619797,0.08425715565681458,1e-04
0.09541276097297668,0.09314368665218353,1e-04
0.09145481139421463,0.09076348692178726,1e-04
0.1056445986032486,0.07442078739404678,1e-04
0.08823802322149277,0.09068356454372406,1e-04
0.09121155738830566,0.09160814434289932,1e-04
0.09491996467113495,0.07835515588521957,1e-04
0.08754231035709381,0.09469513595104218,1e-04
0.08840834349393845,0.08394993096590042,1e-04
0.08900986611843109,0.09800437837839127,1e-04
0.09082812815904617,0.09123191982507706,1e-04
0.08524426072835922,0.07912550121545792,1e-04
0.08658824115991592,0.09380515664815903,1e-04
0.0885394811630249,0.08656009286642075,1e-04
0.08753692358732224,0.09542037546634674,1e-04
0.08815038949251175,0.07929838448762894,1e-04
0.08428678661584854,0.07949284464120865,1e-04
0.08198002725839615,0.08863752335309982,1e-04
0.08611766248941422,0.09003614634275436,1e-04
0.08411308377981186,0.08574916422367096,1e-04
0.08603594452142715,0.08543572574853897,1e-04
0.08449262380599976,0.08397618681192398,1e-04
0.08699741959571838,0.08084125071763992,1e-04
0.08574194461107254,0.08727172017097473,1e-04
0.08105842769145966,0.08670961111783981,5e-05
0.08172085881233215,0.07193715125322342,5e-05
0.08502130210399628,0.0770556777715683,5e-05
0.08087774366140366,0.07768987864255905,5e-05
0.08278431743383408,0.0874858871102333,5e-05
0.08128328621387482,0.08906744420528412,5e-05
0.07989408075809479,0.08091161400079727,5e-05
0.08033444732427597,0.08272685110569,5e-05
0.08169598132371902,0.08234585076570511,5e-05
0.08240611851215363,0.07901638001203537,5e-05
0.08140202611684799,0.09080924838781357,5e-05
0.08698801696300507,0.09059564024209976,5e-05
0.10297646373510361,0.08122329413890839,5e-05
0.08772542327642441,0.08418072015047073,5e-05
0.0862179845571518,0.07675382494926453,5e-05
0.08352196961641312,0.08086130023002625,5e-05
0.08118307590484619,0.08904698491096497,5e-05
0.08334778249263763,0.07845291495323181,5e-05
0.08197523653507233,0.08457182347774506,5e-05
0.08286798745393753,0.08221723139286041,5e-05
0.08177866786718369,0.07425438612699509,5e-05
0.08060325682163239,0.08014610409736633,5e-05
0.08302866667509079,0.08797495812177658,2.5e-05
0.08098513633012772,0.08286628127098083,2.5e-05
0.07857631891965866,0.08223290741443634,2.5e-05
0.0815308690071106,0.08369729667901993,2.5e-05
0.08372944593429565,0.06792312115430832,2.5e-05
0.08092984557151794,0.09147334098815918,2.5e-05
0.08102667331695557,0.0847187265753746,2.5e-05
0.08251921832561493,0.08419084548950195,2.5e-05
0.0816856101155281,0.08757586777210236,2.5e-05
0.11800888180732727,0.08111681789159775,2.5e-05
0.0815301463007927,0.0842348262667656,2.5e-05
0.07882820069789886,0.08572886884212494,2.5e-05
0.0817960798740387,0.08401571959257126,2.5e-05
0.07989241182804108,0.08373592048883438,2.5e-05
0.07890768349170685,0.08430124074220657,2.5e-05
0.07983385771512985,0.07526060938835144,2.5e-05
0.08155616372823715,0.07099588960409164,2.5e-05
0.08114174008369446,0.07985871285200119,2.5e-05
0.08040253818035126,0.07046215236186981,2.5e-05
0.07849227637052536,0.0798528864979744,2.5e-05
0.08090715110301971,0.08734406530857086,2.5e-05
0.0808735117316246,0.07806210964918137,2.5e-05
0.07844731956720352,0.0747913271188736,2.5e-05
0.07952515035867691,0.08670268207788467,2.5e-05
0.07914754003286362,0.08491604775190353,2.5e-05
0.08005059510469437,0.08559630811214447,1.25e-05
0.08055317401885986,0.0786340981721878,1.25e-05
0.08001968264579773,0.07950552552938461,1.25e-05
0.07907950133085251,0.07693716883659363,1.25e-05
0.07896224409341812,0.0811372846364975,1.25e-05
0.07865377515554428,0.07805221527814865,1.25e-05
0.07982233911752701,0.07542695850133896,1.25e-05
0.07983675599098206,0.0721079632639885,1.25e-05
0.07994399964809418,0.07528743147850037,1.25e-05
0.07821578532457352,0.0778689906001091,1.25e-05
0.07891979813575745,0.08418288081884384,1.25e-05
0.07717736810445786,0.07881789654493332,1.25e-05
